"dataInizio","dataFine","sindacato","settore","categoria","modalita","rilevanza","dataProclamazione","dataRicezione","nome_regione","nome_provincia","note"
"2014-03-23","2014-03-23","FILT-CGIL/FIT-CISL","Aereo","PERSONALE NAVIGANTE DI CABINA SOC. EASYJET","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2014-02-18","2014-02-18 12:19:00"," Italia","Tutte","ESCLUSIONE DEI VOLI DA E PER L'AEROPORTO DI NAPOLI"
"2014-03-23","2014-03-23","ANPCAT","Aereo","PERSONALE SOC. ENAV","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2014-02-14","2014-02-14 11:50:00"," Italia","Tutte",""
"2014-03-24","2014-03-28","AIAS","Trasporto merci","FERMO SERVIZI AUTOTRASPORTO MERCI REGIONE SICILIA","120 ORE: DALLE 00.00 DEL 24/03 ALLE 24.00 DEL 28/03","Regionale","2014-03-04","2014-03-11 12:57:00","Sicilia","Tutte",""
"2014-03-24","2014-03-25","OSR FIT-CISL/UILT-UIL/UGL/ORSA","Ferroviario","PERSONALE SOC. TRENITALIA BIGLIETTERIE ED UFFICI ASSISTENZA DIV. PASSEGGERI N/I REG. LIGURIA","24 ORE: DALLE 21.01 DEL 24/3 ALLE 21.00 DEL 25/3","Regionale","2014-02-28","2014-03-14 15:28:00","Liguria","Tutte",""
"2014-03-25","2014-03-25","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/ORSA","Ferroviario","PERSONALE SOC. TRENITALIA MANUTENZIONE E MANOVRA DIREZIONE TRASPORTO REGIONALE LIGURIA","8 ORE: DALLE 9.01 ALLE 17.00","Regionale","2014-02-28","2014-02-28 14:19:00","Liguria","Tutte",""
"2014-03-25","2014-03-25","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST","Appalti ferroviari","PERSONALE APPALTI FS SOC. GESAFIN (MI) DIPENDENTE REG. MARCHE","8 ORE: DALLE 9.01 ALLE 16.59","Aziendale","2014-03-10","2014-03-10 14:57:00","Marche","Tutte",""
"2014-03-26","2014-03-27","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/ORSA","Ferroviario","PERSONALE SOC. TRENITALIA DIV. CARGO DELLA REGIONE VENETO","24 ORE: DALLE 21.00 DEL 26/3 ALLE 21.00 DEL 27/3","Regionale","2014-03-04","2014-03-04 09:49:00","Veneto","Tutte",""
"2014-03-27","2014-03-27","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/ORSA","Ferroviario","PERSONALE BIGLIETTERIE ED ASSISTENZA SOC. TRENITALIA DIV. PASSEGGERI L/H DEL VENETO","8 ORE: DALLE 9.01 ALLE 17.00","Regionale","2014-03-05","2014-03-05 10:26:00","Veneto","Tutte",""
"2014-03-28","2014-03-28","ESECUTIVO REGIONALE CONFEDERALE USB","Generale","SCIOPERO GENERALE REGIONALE LAVORATORI DEL SETTORE PUBBLICO E PRIVATO DELLA REGIONE LAZIO","INTERA GIORNATA","Regionale","2014-03-07","2014-03-07 15:43:00","Lazio","Tutte","ESCLUSI ADDETTI AL TRASPORTO AEREO E PUBBLICO LOCALE"
"2014-03-28","2014-03-28","CAT COORD. AUTORGANIZZATO TRASPORTI","Ferroviario","PERSONALE AZIENDE INTERO SETTORE FERROVIARIO","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2014-01-29","2014-01-29 13:49:00"," Italia","Tutte",""
"2014-03-30","2014-03-30","RSA ANPCAT/COBAS LAVORO PRIVATO","Aereo","PERSONALE ENAV ACC MILANO","4 ORE: DALLE 12.30 ALLE 16.30","Nazionale","2014-03-06","2014-03-06 17:22:00"," Italia","Tutte",""
"2014-03-30","2014-03-30","APM","Aereo","PERSONALE NAVIGANTE SOC. MERIDIANA FLY","4 ORE: DALLE 12.30 ALLE 16.30","Nazionale","2014-03-13","2014-03-13 16:03:00"," Italia","Tutte",""
"2014-03-30","2014-03-30","LICTA-FAST","Aereo","PERSONALE SOC. ENAV","4 ORE: DALLE 12.30 ALLE 16.30","Nazionale","2014-02-26","2014-02-26 12:12:00"," Italia","Tutte",""
"2014-03-30","2014-03-30","FILT-CGIL/FIT-CISL/UGL","Aereo","PERSONALE DI TERRA E DI VOLO GRUPPO MERIDIANA","24 ORE","Nazionale","2014-03-13","2014-03-13 13:26:00"," Italia","Tutte",""
"2014-03-31","2014-03-31","RSA USB/ORSA","Trasporto pubblico locale","PERS. ESERCIZIO FERROVIARIO SOC. FAL FERR. APPULO LUCANE DI BARI E MATERA E PERS. REP. ACEI DI BARI","24 ORE: DALLE 00.01 ALLE 24.00","Interregionale","2014-03-17","2014-03-17 17:12:00"," Italia","Tutte",""
"2014-04-07","2014-04-07","OSR FAISA-CISAL","Trasporto pubblico locale","PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE REG. LAZIO","4 ORE: DALLE 8.30 ALLE 12.30","Regionale","2014-03-27","2014-03-27 09:46:00","Lazio","Tutte",""
"2014-04-07","2014-04-07","FILT-CGIL/FIT-CISL","Aereo","PERSONALE NAVIGANTE DI CABINA SOC. EASYJET","4 ORE: DALLE 10.00 ALLE 14.00","Nazionale","2014-02-17","2014-02-17 12:22:00"," Italia","Tutte",""
"2014-04-11","2014-04-11","USB LAVORO PRIVATO","Aereo","PERSONALE SOC. MERIDIANA FLY","24 ORE: DALLE 00.00 ALLE 23.59","Nazionale","2014-03-28","2014-03-28 14:03:00"," Italia","Tutte","ESCLUSO VOLI DA E PER AEROPORTO CATANIA"
"2014-04-11","2014-04-11","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FLAI","Aereo","PERSONALE SOCC. SEA E SEA HANDLING AEROPORTI MILANO LINATE E MALPENSA","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2014-03-31","2014-03-31 17:45:00"," Italia","Tutte","ASSISTITI I VOLI DA E PER AEROPORTO CATANIA"
"2014-04-11","2014-04-11","OSR USB LAVORO PRIVATO","Aereo","PERSONALE SOCC. SEA E SEA HANDLING AEROPORTI MILANO LINATE E MALPENSA","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2014-04-01","2014-04-01 00:00:00"," Italia","Tutte","ASSISTITI I VOLI DA E PER AEROPORTO CATANIA"
"2014-04-11","2014-04-11","OSR CUB TRASPORTI","Aereo","PERSONALE SOCC. SEA E SEA HANDLING AEROPORTI MILANO LINATE E MALPENSA","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2014-04-01","2014-04-01 00:00:00"," Italia","Tutte","ASSISTITI I VOLI DA E PER AEROPORTO CATANIA"
"2014-04-11","2014-04-11","FILT-CGIL/FIT-CISL","Aereo","PERSONALE NAVIGANTE DI CABINA SOC. EASYJET","24 ORE: DALLE 00.00 ALLE 24.00","Nazionale","2014-03-27","2014-03-27 00:00:00"," Italia","Tutte","ESCLUSI VOLI DA E PER L'AEROPORTO DI CATANIA"
"2014-04-11","2014-04-11","ORSA FERROVIE","Ferroviario","PERSONALE IMPIANTI FISSI SOCC. TRENITALIA E RFI DELLA MANUTENZIONE DELLE INFRASTRUTTURE E DEI ROTABILI","8 ORE: DALLE 9.01 ALLE 16.59","Nazionale","2014-03-21","2014-03-21 15:57:00"," Italia","Tutte",""
"2014-04-11","2014-04-11","AVIA","Aereo","PERSONALE NAVIGANTE DI CABINA SOC. EASYJET","24 ORE: DALLE 00.01 ALLE 24.00","Nazionale","2014-03-18","2014-03-18 15:41:00"," Italia","Tutte",""
"2014-04-11","2014-04-11","OSR FIT-CISL/UGL/ORSA","Ferroviario","PERSONALE MOBILE SOC. TRENITALIA REGIONI PIEMONTE E VALLE D'AOSTA","8 ORE: DALLE 9.01 ALLE 17.00","Interregionale","2014-03-03","2014-03-03 14:35:00"," Italia","Tutte",""
"2014-04-11","2014-04-11","OSR FIT-CISL/UGL/ORSA","Ferroviario","PERSONALE MOBILE SOC. TRENITALIA REGIONI PIEMONTE E VALLE D'AOSTA, DIV.  CARGO PIEMONTE E DIV. PASSEGGERI L.H. IMCC TORINO","8 ORE: DALLE 9.01 ALLE 17.00","Interregionale","2014-03-14","2014-03-14 15:00:00"," Italia","Tutte",""
"2014-04-11","2014-04-11","APM","Aereo","PERSONALE NAVIGANTE SOC. MERIDIANA FLY","4 ORE: DALLE 12.00 ALLE 16.00","Nazionale","2014-03-14","2014-03-14 13:41:00"," Italia","Tutte","ESCLUSO VOLI DA E PER L'AEROPORTO DI CATANIA FONTANAROSSA"
"2014-04-11","2014-04-11","FILT-CGIL/FIT-CISL/UGL","Aereo","PERSONALE DI TERRA E DI VOLO GRUPPO MERIDIANA","24 ORE","Nazionale","2014-03-13","2014-03-13 16:40:00"," Italia","Tutte","ESCLUSI VOLI DA E PER AEROPORTO CATANIA FONTANAROSSA"
"2014-04-11","2014-04-11","OSR USB LAVORO PRIVATO","Aereo","PERSONALE SOC. ATA ITALIA AEROPORTI DI MILANO LINATE E MALPENSA","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2014-04-01","2014-04-01 17:15:00"," Italia","Tutte","ASSISTITI I VOLI DA E PER AEROPORTO CATANIA"
"2014-04-11","2014-04-11","OST FILT-CGIL/FIT-CISL/UILT-UIL","Appalti ferroviari","SCIOPERO GENERALE SETTORE APPALTI FERROVIARI DELLA PROVINCIA DI SAVONA","INTERO TURNO","Territoriale","2014-04-01","2014-04-01 12:24:00","Liguria","Tutte","ADESIONE ALLO SCIOPERO GENERALE DELLA PROVINCIA DI SAVONA PROCLAMATO DA CGIL, CISL E UIL"
"2014-04-12","2014-04-13","ORSA FERROVIE","Ferroviario","PERSONALE ADDETTO A CIRCOLAZIONE TRENI E MANUTENZIONE SOCC. TRENITALIA, RFI, NTV E TRENORD","24 ORE: DALLE 21.01 DEL 12/4 ALLE 20.59 DEL 13/4","Nazionale","2014-03-21","2014-03-21 15:27:00"," Italia","Tutte","ESCLUSO AMBITO TERRITORIALE DEL PIEMONTE E VALLE D'AOSTA"
"2014-04-12","2014-04-13","COORD.NAZ. RSU/RLS PERS. MOBILE","Ferroviario","PERSONALE MOBILE IMPRESE GRUPPO FSI, NTV E TRENORD","24 ORE: DALLE 21.00 DEL 12/4 ALLE 20.59 DEL 13/4","Nazionale","2014-03-29","2014-03-29 19:49:00"," Italia","Tutte","ESCLUSO SETTORE MERCI"
"2014-04-12","2014-04-13","CAT","Ferroviario","PERSONALE SOCC. FERROVIARIE GRUPPO FSI, NTV, TRENORD","24 ORE: DALLE 21.00 DEL 12/4 ALLE 21.00 DEL 13/4","Nazionale","2014-03-17","2014-03-17 00:02:00"," Italia","Tutte","ESCLUSO PERSONALE TRENITALIA DIV. CARGO E AMBITO TERRITORIALE PIEMONTE E VALLE D'AOSTA"
"2014-04-12","2014-04-13","COORD. REG. USB LAVORO PRIVATO","Ferroviario","PERSONALE MOBILE SOC. TRENITALIA IMPIANTI REGIONI PUGLIA E BASILICATA ( EX COMP.TO DI BARI)","24 ORE: DALLE 21.01 DEL 12/4 ALLE 20.59 DEL 13/4","Interregionale","2014-04-01","2014-04-01 10:14:00"," Italia","Tutte","ESCLUSO PERSONALE DIV. CARGO SOC. TRENITALIA"
"2014-04-12","2014-04-13","USB LAVORO PRIVATO","Ferroviario","PERSONALE GRUPPO FSI E TRENORD","24 ORE: DALLE 21.01 DEL 12/4 ALLE 20.59 DEL 13/4","Nazionale","2014-03-31","2014-03-31 14:25:00"," Italia","Tutte","ESCLUSO PERSONALE TRENITALIA DIV. CARGO - ESCLUSO AMBITO TERRITORIALE PIEMONTE E VALLE D'AOSTA"
"2014-04-12","2014-04-13","OSR ORSA FERROVIE","Ferroviario","PERSONALE SOC. TRENORD","24 ORE: DALLE 21.01 DEL 12/4 ALLE 20.59 DEL 13/4","Regionale","2014-03-31","2014-03-31 16:18:00","Lombardia","Tutte",""
"2014-04-12","2014-04-13","CUB TRASPORTI","Ferroviario","PERSONALE FERROVIARIO DEL GRUPPO FSI, NTV E TRENORD","24 ORE: DALLE 21.00 DEL 12/4 ALLE 20.59 DEL 13/4","Nazionale","2014-03-31","2014-03-31 18:37:00"," Italia","Tutte","ESCLUSO PERSONALE DIV. CARGO SOC. TRENITALIA E AMBITO TERRITORIALE DEL PIEMONTE E VALLE D'AOSTA"
"2014-04-15","2014-04-16","CAT","Ferroviario","PERSONALE SOCC. FERROVIARIE TRASPORTO MERCI","24 ORE: DALLE 21.00 DEL 15/4 ALLE 21.00 DEL 16/4","Nazionale","2014-03-17","2014-03-17 00:02:00"," Italia","Tutte",""
"2014-04-15","2014-04-16","USB LAVORO PRIVATO","Ferroviario","PERSONALE DIVISIONE CARGO SOC. TRENITALIA","24 ORE: DALLE 21.01 DEL 15/4 ALLE 20.59 DEL 16/4","Nazionale","2014-04-05","2014-04-05 14:00:00"," Italia","Tutte",""
"2014-04-15","2014-04-16","COORD. REG. USB LAVORO PRIVATO","Ferroviario","PERSONALE SOC. TRENITALIA IMPIANTO TRENO CARGO REGIONI PUGLIA E BASILICATA","24 ORE: DALLE 21.01 DEL 15/4 ALLE 20.59 DEL 16/4","Interregionale","2014-04-05","2014-04-05 12:48:00"," Italia","Tutte",""
"2014-04-15","2014-04-16","ORSA FERROVIE","Ferroviario","PERSONALE ADDETTO AL TRASPORTO MERCI SOC. TRENITALIA","24 ORE: DALLE 21.00 DEL 15/4 ALLE 20.59 DEL 16/4","Nazionale","2014-03-21","2014-03-21 16:25:00"," Italia","Tutte",""
"2014-04-15","2014-04-16","ORSA FERROVIE","Ferroviario","PERSONALE DI MACCHINA, MANOVRA E FORMAZIONE TRENI DELLE IMPRESE FERROVIARIE ADIBITE AL SERVIZIO MERCI","24 ORE: DALLE 21.01 DEL 15/4 ALLE 20.59 DEL 16/4","Nazionale","2014-04-01","2014-04-01 16:22:00"," Italia","Tutte",""
"2014-04-15","2014-04-16","ORSA FERROVIE","Ferroviario","PERSONALE ADDETTO A CIRCOLAZIONE TRENI DELLE IMPRESE FERROVIARIE ADIBITE AL SERVIZIO MERCI","24 ORE: DALLE 21.00 DEL 15/4 ALLE 20.59 DEL 16/4","Nazionale","2014-03-03","2014-03-03 19:27:00"," Italia","Tutte",""
"2014-04-15","2014-04-16","ORSA FERROVIE","Ferroviario","PERSONALE ADDETTO A CIRCOLAZIONE TRENI E MANUTENZIONE SOCC. TRENITALIA, RFI, NTV E TRENORD","24 ORE: DALLE 21.01 DEL 15/4 ALLE 20.59 DEL 16/4","Nazionale","2014-03-17","2014-03-17 10:02:00"," Italia","Tutte",""
"2014-04-28","2014-04-28","OSR CUB TRASPORTI","Aereo","PERSONALE SOCC. SEA E SEA HANDLING AEROPORTI MILANO LINATE E MALPENSA","24 ORE","Nazionale","2014-04-17","2014-04-17 14:52:00"," Italia","Tutte",""
"2014-04-29","2014-04-29","OSR ORSA","Trasporto pubblico locale","PERSONALE DI CONDOTTA E DI SCORTA TRENI SOC FAS FERROVIE ADRIATICO SANGRITANA REG. ABRUZZO","4 ORE: DALLE 15.15 ALLE 19.15","Nazionale","2014-04-16","2014-04-16 10:29:00"," Italia","Tutte",""
"2014-05-03","2014-05-03","CILA-AV","Aereo","PERSONALE SOC. ENAV","4 ORE: DALLE 12.30 ALLE 16.30","Nazionale","2014-03-06","2014-03-06 09:39:00"," Italia","Tutte","ORDINANZA MIN. 178 T DI DIFFERIMENTO"
"2014-05-03","2014-05-03","RSA ANPCAT/COBAS LAVORO PRIVATO","Aereo","PERSONALE ENAV ACC MILANO","4 ORE: DALLE 12.30 ALLE 16.30","Nazionale","2014-04-22","2014-04-23 09:12:00"," Italia","Tutte","ORDINANZA MIN. 178 T DI DIFFERIMENTO"
"2014-05-03","2014-05-03","OSP ADL","Aereo","PERSONALE SOCC. SEA  E SEA HANDLING AEROPORTI MILANO LINATE E MALPENSA","4 ORE: DALLE 12.30 ALLE 16.30","Nazionale","2014-04-17","2014-04-17 16:17:00"," Italia","Tutte",""
"2014-05-03","2014-05-03","LICTA","Aereo","PERSONALE SOC. ENAV","4 ORE: DALLE 12.30 ALLE 16.30","Nazionale","2014-04-22","2014-04-22 09:13:00"," Italia","Tutte","ORDINANZA MIN. 178 T DI DIFFERIMENTO"
"2014-05-04","2014-05-04","OSP ADL","Aereo","PERSONALE SOCC. SEA  E SEA HANDLING AEROPORTI MILANO LINATE E MALPENSA","4 ORE: DALLE 13.00 ALLE 17.00","Nazionale","2014-04-04","2014-04-04 10:11:00"," Italia","Tutte",""
"2014-05-05","2014-05-05","OSR ORSA TRASPORTI","Trasporto pubblico locale","PERSONALE SOC. FERROVIE DELLA CALABRIA","4 ORE: DALLE 17.10 ALLE 21.10","Aziendale","2014-04-21","2014-04-24 11:59:00","Calabria","Tutte",""
"2014-05-06","2014-05-07","OSR UILT-UIL","Trasporto merci","PERSONALE SOC. CROSSRAIL ITALIA DELLO SCALO FERROVIARIO DOMO2 DI BEURA CARDEZZA (VB)","24 ORE: DALLE 21.00 DEL 6/5 ALLE 21.00 DEL 7/5","Aziendale","2014-04-22","2014-04-22 15:41:00","Lombardia","Tutte",""
"2014-05-08","2014-05-08","OSP UILT-UIL","Trasporto pubblico locale","PERSONALE SOC. CTT NORD DI PISA, LUCCA E LIVORNO","4 ORE: VARIE MODALITA'","Provinciale","2014-04-24","2014-04-24 10:25:00","Toscana","Tutte",""
"2014-05-09","2014-05-09","OSR USB LAVORO PRIVATO","Aereo","PERSONALE SOC. ATA ITALIA AEROPORTI DI MILANO LINATE E MALPENSA","24 ORE","Nazionale","2014-04-23","2014-04-23 14:02:00"," Italia","Tutte",""
"2014-05-10","2014-05-10","OSR FIT-CISL","Appalti ferroviari","PERSONALE APPALTI FS COOP. CFP DI BOLOGNA OPERANTE NELLA REGIONE MARCHE","ULTIME 4 ORE DEL TURNO","Regionale","2014-04-17","2014-04-22 10:16:00","Marche","Tutte",""
"2014-05-11","2014-05-11","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/ORSA + RSU 63","Ferroviario","PERSONALE MOBILE SOC. TRENITALIA DIV. PASSEGGERI REGIONALE DELL'EMILIA ROMAGNA","8 ORE: DALLE 9.01 ALLE 17.00","Regionale","2014-03-17","2014-03-20 15:59:00","Emilia-Romagna","Tutte",""
"2014-05-12","2014-05-12","OSR FILT-CGIL/FIT-CISL/UILT-UIL","Appalti ferroviari","PERSONALE AZIENDE OPERANTI NEGLI APPALTI FERROVIARI DELLA REGIONE TOSCANA","MEZZO TURNO DI OGNI FINE TURNO","Regionale","2014-04-11","2014-04-11 11:18:00","Toscana","Tutte",""
"2014-05-14","2014-05-14","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/ORSA","Ferroviario","PERSONALE GRUPPO FSI REG. CALABRIA","8 ORE: DALLE 9.01 ALLE 17.00","Regionale","2014-04-15","2014-04-16 08:57:00","Calabria","Tutte",""
"2014-05-15","2014-05-16","OSR FIT-CISL/UGL/ORSA","Ferroviario","PERSONALE MOBILE SOC. TRENITALIA REGIONI PIEMONTE E VALLE D'AOSTA, DIV.  CARGO PIEMONTE E DIV. PASSEGGERI L.H. IMCC TORINO","24 ORE: DALLE 21.00 DEL 15/5 ALLE 21.00 DEL 16/5","Interregionale","2014-04-22","2014-04-22 16:03:00"," Italia","Tutte",""
"2014-05-16","2014-05-16","AVIA","Aereo","PERSONALE NAVIGANTE DI CABINA SOC. EASYJET","24 ORE: DALLE 00.01 ALLE 24.00","Nazionale","2014-04-23","2014-04-23 16:03:00"," Italia","Tutte",""
"2014-05-16","2014-05-16","OSP ADL","Aereo","PERSONALE SOCC. SEA  E SEA HANDLING AEROPORTI MILANO LINATE E MALPENSA","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2014-05-05","2014-05-05 18:32:00"," Italia","Tutte",""
"2014-05-16","2014-05-16","APM","Aereo","PERSONALE NAVIGANTE SOC. MERIDIANA FLY","24 ORE: DALLE 00.00 ALLE 24.00","Nazionale","2014-04-29","2014-04-29 11:13:00"," Italia","Tutte",""
"2014-05-16","2014-05-16","FILT-CGIL/FIT-CISL/UGL TRASPORTI","Aereo","PERSONALE NAVIGANTE DI CABINA GRUPPO ALITALIA CAI","4 ORE: DALLE 12.00 ALLE 16.00","Nazionale","2014-03-26","2014-03-26 13:13:00"," Italia","Tutte",""
"2014-05-16","2014-05-16","OSR USB LAVORO PRIVATO","Aereo","PERSONALE SOCC. SEA E SEA HANDLING AEROPORTI MILANO LINATE E MALPENSA","24 ORE","Nazionale","2014-04-22","2014-04-22 12:06:00"," Italia","Tutte",""
"2014-05-16","2014-05-16","OSR USB LAVORO PRIVATO","Aereo","PERSONALE SOCC. SEA E SEA HANDLING AEROPORTI MILANO LINATE E MALPENSA","24 ORE","Nazionale","2014-04-23","2014-04-23 10:04:00"," Italia","Tutte",""
"2014-05-16","2014-05-16","CILA-AV","Aereo","PERSONALE SOC. ENAV","1 ORA: DALLE 14.00 ALLE 15.00","Nazionale","2014-05-02","2014-05-02 00:04:00"," Italia","Tutte",""
"2014-05-16","2014-05-16","CUB","Aereo","LAVORATORI COMPARTO AEREO, AEROPORTUALE ED INDOTTO DEGLI AEROPORTI","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2014-03-17","2014-03-17 14:05:00"," Italia","Tutte","ADESIONE OO.SS. CUB TRASPORTI E FLAICA UNITI CUB - ESCLUSO PERSONALE ENAV"
"2014-05-16","2014-05-16","OSR USB LAVORO PRIVATO","Aereo","PERSONALE SOC. ATA ITALIA AEROPORTI DI MILANO LINATE E MALPENSA","24 ORE","Nazionale","2014-04-30","2014-04-30 14:28:00"," Italia","Tutte",""
"2014-05-17","2014-05-18","OSR ORSA FERROVIE","Ferroviario","PERSONALE DI VENDITA ED ASSISTENZA SOC. TRENITALIA DIV. PASSEGGERI L/H DEL VENETO","24 ORE: DALLE 21.00 DEL 17/5 ALLE 20.59 DEL 18/5","Regionale","2014-05-07","2014-05-07 11:39:00","Veneto","Tutte",""
"2014-05-19","2014-05-19","OSP UILT-UIL","Trasporto pubblico locale","PERSONALE SOC. CTT NORD DI PISA, LUCCA E LIVORNO","8 ORE VARIE MODALITA'","Provinciale","2014-05-09","2014-05-09 10:21:00","Toscana","Tutte",""
"2014-05-19","2014-05-19","OSR USB LAVORO PRIVATO","Trasporto pubblico locale","PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE REG. MARCHE","8 ORE: DALLE 9.00 ALLE 17.00","Regionale","2014-05-09","2014-05-09 15:46:00","Marche","Tutte",""
"2014-05-20","2014-05-20","OSR FILT-CGIL/FIT-CISL/UGL FNA/FAISA-CISAL","Trasporto pubblico locale","PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE REG. TOSCANA","4 ORE CON MODALITA' TERRITORIALI","Regionale","2014-03-08","2014-05-09 10:35:00","Toscana","Tutte",""
"2014-05-20","2014-05-21","OSR FIT-CISL/UILT-UIL/UGL TRASPORTI/FAST FERROVIE","Appalti ferroviari","PERSONALE APPALTI FS SOC. GESAFIN (MI) DIPENDENTE REG. MARCHE","24 ORE: DALLE 21.01 DEL 20/5 ALLE 20.59 DEL 21/5","Aziendale","2014-04-16","2014-04-16 15:43:00","Marche","Tutte",""
"2014-05-21","2014-05-22","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST FERROVIE","Ferroviario","PERSONALE SOC. TRENITALIA DIV. CARGO DELLA REGIONE VENETO","24 ORE: DALLE 21.00 DEL 21/5 ALLE 21.00 DEL 22/5","Regionale","2014-04-24","2014-04-24 14:25:00","Veneto","Tutte",""
"2014-05-22","2014-05-22","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/ORSA + RSU 83","Ferroviario","PERSONALE SOC. TRENITALIA DIV. CARGO EMILIA ROMAGNA","8 ORE: DALLE 9.01 ALLE 17.00","Regionale","2014-04-04","2014-04-04 09:39:00","Emilia-Romagna","Tutte","ESCLUSO PERS. IMC BOLOGNA S.D."
"2014-05-23","2014-05-23","OSR UILT-UIL","Ferroviario","PERSONALE SOC. TRENITALIA  DIV. CARGO LOMBARDIA","8 ORE: DALLE 9.01 ALLE 16.59","Regionale","2014-04-16","2014-04-16 16:45:00","Lombardia","Tutte",""
"2014-05-24","2014-05-25","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL TRASPORTI/FAST FERROVIE","Ferroviario","PERSONALE DI BORDO SOC. TRENITALIA DIV. PASSEGGERI REGIONALE VENETO","24 ORE: DALLE 21.01 DEL 24/5 ALLE 21.00 DEL 25/5","Regionale","2014-04-04","2014-04-04 12:33:00","Veneto","Tutte",""
"2014-05-24","2014-05-25","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL TRASPORTI/FAST FERROVIE","Ferroviario","PERSONALE DI BORDO SOC. TRENITALIA DIV. PASSEGGERI REGIONALE VENETO","24 ORE: DALLE 21.01 DEL 24/5 ALLE 21.00 DEL 25/5","Regionale","2014-04-14","2014-04-14 12:41:00","Veneto","Tutte",""
"2014-05-28","2014-05-28","OSR CGIL/CISL/UIL","Generale","SCIOPERO GENERALE DI TUTTE LE CATEGORIE DELLA REGIONE BASLICATA","30 MINUTI AD INIZIO O FINE TURNO","Regionale","2014-05-22","2014-05-23 11:40:00","Basilicata","Tutte",""
"2014-05-28","2014-05-29","ORSA FERROVIE","Ferroviario","PERSONALE ADDETTO A CIRCOLAZIONE TRENI DELLE IMPRESE FERROVIARIE ADIBITE AL SERVIZIO MERCI","24 ORE: DALLE 21.01 DEL 28/5 ALLE 20.59 DEL 29/5","Nazionale","2014-04-19","2014-04-19 00:00:00"," Italia","Tutte",""
"2014-05-29","2014-05-29","USB LAVORO PRIVATO","Ferroviario","PERSONALE GRUPPO FSI E TRENORD","21 ORE: DALLE 00.01 ALLE 20.59","Nazionale","2014-05-16","2014-05-16 09:44:00"," Italia","Tutte",""
"2014-05-29","2014-05-29","OSR ORSA FERROVIE","Ferroviario","PERSONALE SOC. TRENITALIA IMC ES*ROMA DELL'ESERCIZIO FRECCIARGENTO DI ROMA","8 ORE: DALLE 9.00 ALLE 17.00","Interregionale","2014-05-09","2014-05-09 16:03:00"," Italia","Tutte",""
"2014-05-29","2014-05-29","ORSA FERROVIE","Ferroviario","PERSONALE ADDETTO A CIRCOLAZIONE E MANUTENZIONE SOCC. TRENITALIA, RFI, NTV E TRENORD","21 ORE: DALLE 00.01 ALLE 20.59","Nazionale","2014-04-17","2014-04-17 12:25:00"," Italia","Tutte","ESCLUSO PERSONALE SOC. TRENITALIA DIV. CARGO"
"2014-05-29","2014-05-30","ORSA FERROVIE","Ferroviario","PERSONALE ADDETTO A CIRCOLAZIONE E MANUTENZIONE SOCC. TRENITALIA, RFI, NTV E TRENORD","24 ORE: DALLE 21.01 DEL 29/5 ALLE 20.59 DEL 30/5","Nazionale","2014-04-16","2014-04-16 00:00:00"," Italia","Tutte"," ESCLUSO PERSONALE SOC. TRENITALIA DIV. CARGO"
"2014-05-29","2014-05-29","ORSA FERROVIE","Ferroviario","PERSONALE DI BORDO, FORMAZIONE E CONTROLLORI DI PROTEZIONE AZIENDALE SOC. TRENITALIA","8 ORE: DALLE 9.01 ALLE 16.59","Nazionale","2014-05-24","2014-05-24 08:56:00"," Italia","Tutte",""
"2014-05-29","2014-05-29","COORD. REG. USB LAVORO PRIVATO","Ferroviario","PERSONALE MOBILE SOC. TRENITALIA IMPIANTI REGIONI PUGLIA E BASILICATA ( EX COMP.TO DI BARI)","21 ORE: DALLE 00.01 ALLE 20.59","Interregionale","2014-05-15","2014-05-15 11:25:00"," Italia","Tutte",""
"2014-05-30","2014-05-30","OSP ADL","Aereo","PERSONALE SOCC. SEA  E SEA HANDLING AEROPORTI MILANO LINATE E MALPENSA","24 ORE: DALLE 00.01 ALLE 23.59","Nazionale","2014-05-12","2014-05-12 17:35:00"," Italia","Tutte",""
